varname,groupname,is_derived,adjfactor_type,delay_0,dimensions,value_type,coverage,update_frequency,empty_value,lower_bound,upper_bound,units,data_types,author,birthday,num_comments,description
bbg_BB_SCORE_5D,GROUP_bbg_DerivedEOD2,0,,0,2D,single,499.0,1.666667,,11.18,55.22,,Technical,ctseng,,0,Real number representing average of previous 5 days' scores.
bbg_BETA_POINTS,GROUP_bbg_DerivedEOD,0,,0,2D,single,498.0,1.926323,,2.0,508.0,,Technical,ctseng,,0,"The number of data points used to calculate beta. This value is derived from the calculation of adjusted beta (RK394) using parameters from fields RK390, RK391, RK392 and RK393. This field requires a minimum of 3 data points for it to work."
bbg_BETA_RAW_OVERRIDABLE,GROUP_bbg_DerivedIntra,0,,0,2D,single,497.0,2.501856,,-133.34,181.01,,Technical,ctseng,,0,Raw (historical) beta measures the volatility of the stock price relative to the volatility in the market index. Beta is the percent change in the price of the stock given a 1% change in the market index.  This field requires a minimum of 3 data points for it to work.
bbg_BETA_STD_DEV_ERR_OVERRIDABLE,GROUP_bbg_DerivedIntra,0,,0,2D,single,498.0,9.298361,,0.0,10.69,,Technical,ctseng,,0,"Standard deviation of error for beta measures of the degree to which an individual probability varies from the distribution mean. The higher the number, the greater the risk. This value is derived from the calculation of adjusted beta (RK394) using parameters from fields RK390, RK391, RK392 and RK393. This field requires a minimum of 3 data points for it to work."
bbg_BETA_T_TEST,GROUP_bbg_DerivedIntra,0,,0,2D,single,498.0,1.395641,,-466.25,597.74,,Technical,ctseng,,0,"The t-test statistic measures the reliability of the correlation coefficient as a predictor of the future relationship between the stock and the relative index. The larger the absolute value of the t-test statistic, the better the reliability of the correlation coefficient. A value above 2.0 indicates that the coefficient is strongly reliable as a predictor. The confidence interval used by Bloomberg is 95%; the degrees of freedom depend on the periodicity selected. This value is derived from the calculation of adjusted beta (RK394) using parameters from fields RK390, RK391, RK392 and RK393. This field requires a minimum of 3 data points for it to work."
bbg_BID_SIZE_CR,GROUP_bbg_PricingIntra2,0,CAX_ADJ_MUL_D1,0,2D,single,499.0,1.666667,,1.0,18649.0,,Technical,ctseng,,0,The number of shares/contracts bid in the market at the best bid level. If the market is closed then it is the number of shares bid from the last day the market was open. If the market is open and there is no bid in the market then no bid will be returned.
bbg_BUS_DAYS_HIGH_52WEEK,GROUP_bbg_PricingIntra2,0,,0,2D,single,499.0,1.666667,,1.0,254.0,,Technical,ctseng,,0,Number of business days since the security reached its 52 week high.
bbg_BUS_DAYS_LOW_52WEEK,GROUP_bbg_PricingIntra2,0,,0,2D,single,499.0,1.666667,,1.0,254.0,,Technical,ctseng,,0,Number of business days since the security reached its 52 week low.
bbg_CALC_DT,GROUP_bbg_DerivedEOD2,0,,0,2D,single,499.0,1.666667,,2.02e+7,2.02e+7,,Technical,ctseng,,0,"This returns the date of calculation for numerous fields that get calculated on a nightly basis. Fields that this date applies to include, but is not limited to: Beta, Alpha, 30/60/90 day historical volatility (calc), average volume (ie, 10/20/30/100/3mo/6mo) Moving Averages, RSI, MACD, DMI, BOLL, TAS, KAOS, Prices greater than 5 days ago."
bbg_CALENDAR_CONVENTION,GROUP_bbg_DerivedEOD2,0,,0,2D,single,780.0,253.0,,0.0,1.0,,Technical,ctseng,,0,"Specifies the calendar convention for days.  The available conventions are      1-Business      2-Calendar    This field is an override.  When the override value is not specified, the convention used will be business day."
bbg_CHG_NET_1D,GROUP_bbg_PricingIntra,0,CAX_ADJ_DIV_D1,0,2D,single,499.0,1.666667,,-101.15,71.11,,Technical,ctseng,,0,"Net price change over the last day. The formula is:            Last Price - Closing Price One day ago Trade.        Where:       Closing Price One Day Ago is PR050, PX_CLOSE_1D       Last Price is PR005, PX_LAST        For historical price requests, when periodicity extraction is applied, the value is net change over one period.        Equity:       This field displays N.A. for delisted or acquired equity securities.        Fixed Income:       This is a financial day field. Please see Security's Current Day (PR492, CURRENT_FIN_DAY) for the security's current financial day."
bbg_CHG_NET_1D_PRE,GROUP_bbg_PricingIntra2,0,CAX_ADJ_DIV_D1,0,2D,single,497.0,2.5,,-220.61,61.17,,Technical,ctseng,,0,"Last trade of the pre-session minus the closing price 1 day ago from the pre-session.  If the market is closed, it is the last trade from the pre-session minus the closing price 1 day ago from the last day the pre-market was open. Field applies to U.S. exchanges only."
bbg_CHG_NET_2D,GROUP_bbg_PricingIntra,0,CAX_ADJ_DIV_D1,0,2D,single,499.0,1.666667,,-151.1,91.42,,Technical,ctseng,,0,"Net price change over the last two days. The formula is:            Last Price - Closing Price 2 Days Ago.        Where:       Closing Price 2 Days Ago is PR053, PX_CLOSE_2D        Last Price is PR005, PX_LAST         For historical price requests, when periodicity extraction is applied, the value is net change over two periods.        Equity:       This field displays N.A. for delisted or acquired equity securities."
bbg_CHG_NET_2D_ALL,GROUP_bbg_PricingIntra2,0,CAX_ADJ_DIV_D1,0,2D,single,499.0,1.666667,,-230.99,96.06,,Technical,ctseng,,0,"Last trade minus closing price 2 day ago including pre and post sessions.  If the market is closed, it is the last trade from all sessions minus the closing price 2 day from the last day the market was open including pre and post market sessions. Field applies to U.S. exchanges only."
bbg_CHG_NET_2D_POST,GROUP_bbg_PricingIntra2,0,CAX_ADJ_DIV_D1,0,2D,single,465.0,2.5,,-230.99,96.06,,Technical,ctseng,,0,"Last trade of the post session minus the closing price 2 days ago from the post session.  If the market is closed, it is the last trade from the post session minus the closing price 2 days ago from the last day the post market was open. Field applies to U.S. exchanges only."
bbg_CHG_NET_2D_PRE,GROUP_bbg_PricingIntra2,0,CAX_ADJ_DIV_D1,0,2D,single,491.0,2.5,,-260.6,89.26,,Technical,ctseng,,0,"Last trade of the pre-session minus the closing price 2 days ago from the pre-session.  If the market is closed, it is the last trade from the pre-session minus the closing price 2 days ago from the last day the pre-market was open. Field applies to U.S. exchanges only."
bbg_CHG_NET_5D,GROUP_bbg_PricingIntra,0,CAX_ADJ_DIV_D1,0,2D,single,499.0,1.666667,,-152.1,137.13,,Technical,ctseng,,0,"Net price change over the last five days. The formula is:            Last Price - Closing Price 5 Days Ago.        Where:       Closing Price 5 Days Ago is PR056, PX_CLOSE_5D        Last Price is PR005, PX_LAST         For historical price requests, when periodicity extraction is applied, the value is net change over five periods.        Equity:       This field displays N.A. for delisted or acquired equity securities."
bbg_CHG_NET_5D_ALL,GROUP_bbg_PricingIntra2,0,CAX_ADJ_DIV_D1,0,2D,single,499.0,1.666667,,-295.11,137.8,,Technical,ctseng,,0,"Last trade minus closing price 5 day ago including pre and post sessions.  If the market is closed, it is the last trade from all sessions minus the closing price 5 day from the last day the market was open including pre and post market sessions. Field applies to U.S. exchanges only."
bbg_CHG_NET_5D_POST,GROUP_bbg_PricingIntra2,0,CAX_ADJ_DIV_D1,0,2D,single,408.0,2.5,,-295.11,137.8,,Technical,ctseng,,0,"Last trade of the post session minus the closing price 5 days ago from the post session.  If the market is closed, it is the last trade from the post session minus the closing price 5 days ago from the last day the post market was open. Field applies to U.S. exchanges only."
bbg_CHG_NET_5D_PRE,GROUP_bbg_PricingIntra2,0,CAX_ADJ_DIV_D1,0,2D,single,457.0,2.5,,-290.12,175.25,,Technical,ctseng,,0,"Last trade of the pre-session minus the closing price 5 days ago from the pre-session.  If the market is closed, it is the last trade from the pre-session minus the closing price 5 days ago from the last day the pre-market was open. Field applies to U.S. exchanges only."
bbg_CHG_NET_LOW_52WEEK,GROUP_bbg_PricingIntra2,0,CAX_ADJ_DIV_D1,0,2D,single,499.0,1.666667,,0.0,382.08,,Technical,ctseng,,0,"The difference between the current price and the lowest price reached in the past 52 weeks. For Equities, only the data from the default pricing source is used."
bbg_CHG_PCT_1D,GROUP_bbg_PricingIntra,0,,0,2D,single,499.0,1.666667,,-75.24,833.66,,Technical,ctseng,,0,"Percent change in price over the last day. The formula is:     [(Last Trade - Closing Price One Day Ago) / Closing Price One Day Ago]*100.        Where :       Last Trade is PR005, PX_LAST       Closing Price One Day Ago is PR050, PX_CLOSE_1D         History:       When using non-daily periods, this field will calculate based on the periodic value.        Currencies:       When a user has Currency Appreciation against base currency? set to 'Y' under their general defaults for currencies, or when the override field Is Percent Change Appreciation vs Base Currency (PX059,IS_PCT_CHG_APP_BASE_CRNCY) is set to 'Y', the + or - signs show the strengthening or weakening of the currency against the base currency. When the override is set as 'N', this field will display the percentage change in price.          Equity:       This field displays N.A. for delisted or acquired equity securities.        Fixed Income:       This is a financial day field. Please see Security's Current Day (PR492, CURRENT_FIN_DAY) for the security's current financial day."
bbg_CHG_PCT_5D,GROUP_bbg_PricingIntra,0,,0,2D,single,499.0,1.666667,,-75.7,1198.45,,Technical,ctseng,,0,"Percent change in price over the last five days. The formula is:     [(Last Trade - Closing Price Five Days Ago) / Closing Price Five Days Ago]*100.         Where :       Last Trade is PR005 (PX_LAST)       Closing Price Five Days Ago is PR056 (PX_CLOSE_5D)         Currencies:    When a user has Currency Appreciation against base currency? set to 'Y' under their general defaults for currencies, or when the override field Is Percent Change Appreciation vs Base Currency (PX059,IS_PCT_CHG_APP_BASE_CRNCY) is set to 'Y', the + or - signs show the strengthening or weakening of the currency against the base currency. When the override is set as 'N', this field will display the percentage change in price.        Equity:    This field displays N.A. for delisted or acquired equity securities."
bbg_CHG_PCT_5D_ALL,GROUP_bbg_PricingIntra2,0,,0,2D,single,499.0,1.666667,,-6935.33,95.83,,Technical,ctseng,,0,"[(Last trade - Closing price 5 days Ago) / Closing Price 5 Days Ago] * 100 including pre and post sessions.  If the market is closed, it is the last trade from all sessions minus the closing price 5 days ago from the last day the market was open including pre and post market sessions. Field applies to U.S. exchanges only."
bbg_CHG_PCT_5D_ALL_FROM_REGULAR,GROUP_bbg_PricingIntra2,0,,0,2D,single,499.0,1.666667,,-98.58,158.18,,Technical,ctseng,,0,"If the market is closed, it is the last trade from all sessions minus the regular session closing price from 5 days prior to the last day the market was open.     [(Last all-session trade - regular session closing price 5 days ago)/regular session closing price 5 days ago]*100."
bbg_CHG_PCT_5D_POST,GROUP_bbg_PricingIntra2,0,,0,2D,single,408.0,2.5,,-6934.0,95.83,,Technical,ctseng,,0,"[(Last trade - Post Session Closing price 5 day Ago) / Post Session Closing Price 5 Day Ago] * 100.  If the post market is closed, it is the last trade from the post session minus the closing price 5 days ago from the post session the last day the market was open. Field applies to U.S. exchanges only."
bbg_CHG_PCT_5D_POST_FROM_REGULAR,GROUP_bbg_PricingEOD2,0,,0,2D,single,458.0,1.666667,,-98.58,152.46,,Technical,ctseng,,0,"If the market is closed, it is the last trade from the post session minus the regular session closing price from 4 days prior to the last day the market was open.    [(Last post-session trade - regular session closing price 4 days ago)/regular session closing price 4 days ago]*100."
bbg_CHG_PCT_5D_PRE,GROUP_bbg_PricingIntra2,0,,0,2D,single,457.0,2.5,,-1497.01,95.74,,Technical,ctseng,,0,The LAST TRADE minus the pre-session's closing price from five days ago divided by the pre-session's closing price from five days ago times 100. Field applies to U.S. exchanges only.
bbg_CHG_PCT_5D_PRE_FROM_REGULAR,GROUP_bbg_PricingEOD2,0,,0,2D,single,499.0,2.5,,-52.71,172.36,,Technical,ctseng,,0,"If the market is closed, it is the last trade from the pre-session minus the regular session closing price from 5 days prior to the last day the market was open.    [(Last pre-session trade - regular session closing price 5 days ago)/regular session closing price 5 days ago]*100."
bbg_CHG_PCT_PREV_DAY_POST_CLOSE,GROUP_bbg_PricingEOD2,0,,0,2D,single,499.0,1.666667,,-89.21,2322.83,,Technical,ctseng,,0,Percent change from the closing price of the previous day post session to the current price.
bbg_CHG_PCT_VOLUME_REG_SESSION_CLOSE,GROUP_bbg_PricingEOD2,0,,0,2D,single,492.0,2.5,,0.0,209.33,,Technical,ctseng,,0,"Volume percent change from regular session close. If no data for today, the field will go to the most recent volume to calculate the field. Field applies to U.S. exchanges only        Field calculated:    [(Pr129, PX_VOLUME_POST_SESSION) /(PR080, PX_VOLUME_1D)] * 100        or as:    (Volume 1 Day Ago Post-Session /Volume All Session)*100         where:    [(PR727, PX_VOLUME_1D_POST)/ (PR158, PX_VOLUME_ALL_SESSION)]* 100."
bbg_COEF_DETER_R_SQUARED,GROUP_bbg_DerivedEOD,0,,0,2D,single,497.0,2.9104,,0.0,1.0,,Technical,ctseng,,0,"Coefficient of determination (R squared) describes the fraction of variance in the dependent variable that can be explained by the independent or explanatory variable. The coefficient of determination is a number ranging from 0.0 to 1.0, with 1.0 representing a perfect correlation. This value is derived from the calculation of adjusted beta (RK394) using parameters from fields RK390, RK391, RK392 and RK393. This field requires a minimum of 3 data points for it to work."
bbg_company,GROUP_bbg_company,0,,0,2D,int,1453.0,253.0,0.0,0.0,4495.0,,Classification,sliang,20190618.0,0,integer representation of Bloomberg company id; all stocks for the same company will have the same value for any given date
bbg_companyNameMap,GROUP_bbg_company,0,,0,PMap,containers.Map,,,,NaN,NaN,,Classification,sliang,20190618.0,0,PMap mapping Bloomberg company id to integer
bbg_companyNameMapsA,GROUP_bbg_company,0,,0,PMapsA,,,,,NaN,NaN,,Classification,sliang,20190618.0,0,daily different for bbg_companyNameMap; this veriable is needed to construct bbg_companyNameMap
bbg_conference_count,GROUP_bbg_conference_etf,0,,1,2D,single,311.0,4.288135593220339,0.0,0.0,495.0,Count,News,zliu,20200828.0,0,Number of bbg related conference
bbg_CORR_COEF,GROUP_bbg_DerivedEOD,0,,0,2D,single,498.0,3.117647,,-1.0,1.0,,Technical,ctseng,,0,"The correlation coefficient measures the relationship between two variables for the historical period you selected. A correlation's measure is always between -1 and 1. A positive correlation indicates that the two securities move in tandem with each other. A negative correlation indicates that the two securities move inversely of each other. A correlation of zero indicates that the two variables have no correlation. This value is derived from the calculation of adjusted beta (RK394) using parameters from fields RK390, RK391, RK392 and RK393. This field requires a minimum of 3 data points for it to work."
bbg_CRNCY_ADJ_MKT_CAP,GROUP_bbg_PricingIntra2,0,CAX_ADJ_MUL_D1,0,2D,single,499.0,1.666667,,11.7,248046.73,,Technical,ctseng,,0,"Market capitalization is a measure of corporate size which returns the current total value of all outstanding shares. Currency adjusted market capitalization will be returned in the pricing currency (DS004, CRNCY) but can be changed to any other currency by inputting a three-letter currency code in Currency Override (DS215, EQY_FUND_CRNCY).        Amount is reported in millions; use the Scaling Format Override (DY339, SCALING_FORMAT) to change the display units.        Tickers which price in subunits of a currency return market capitalization currency:         GBp (British Pence)    GBP (British Pound)     ZAr (S. Afr. Cents)    ZAR (South African Rand)     IEp (Irish Pence)      IEP (Irish Punt)     ILs (Israeli Agorot)   ILS (Israeli Shekel)     ZWd (Zimbabwe Cents)   ZWD (Zimbabwe Dollar)     BWp (Botswana Thebe)   BWP (Botswana Pula)     KWd (Kuwait Fils)      KWD (Kuwait Dinar)     SZl (Swaziland Cents)  SWL (Swaziland Lilangeni)     MWk (Malawi Tambala)   MWK (Malawi Kwacha)"
bbg_CRNCY_ADJ_PX_CLOSE_1D,GROUP_bbg_PricingEOD2,0,CAX_ADJ_DIV_D1,0,2D,single,499.0,1.666667,,0.74,438.4,,Technical,ctseng,,0,"Returns the currency adjusted price of the last trade of the previous trading day. If the field is requested before the market for the current trading day, this field will return the currency adjusted price of the last trade from two sessions prior to the current. The field updates once the market opens. London Stock Exchange traded securities will return the Official Closing price. For equities that are delisted or acquired this field will display N.A.. To convert the previous day's closing price to another currency, please use the Currency Override (DS215, EQY_FUND_CRNCY). If no currency is chosen, the price will be displayed in the company's fundamental currency."
bbg_CRNCY_ADJ_PX_LAST,GROUP_bbg_PricingIntra2,0,CAX_ADJ_DIV_D1,0,2D,single,499.0,1.666667,,0.74,438.4,,Technical,ctseng,,0,"The last price at which the security traded.  The price is not adjusted for splits.          If no currency is chosen, last price will display in the company's fundamental currency.        Indices:    For indices, there are no splits. If no currency is chosen, the last price will display in the index's pricing currency."
bbg_CUMULATIVE_TOT_RETURN_GROSS_DVDS,GROUP_bbg_DerivedIntra,0,,0,2D,single,499.0,1.422881,,-99.99,1200.27,,Technical,ctseng,,0,"One day total return as of today. The start date is one day prior to the end date (as of date). Historically, this is a series of cumulative total return values.  Applicable periodicity values are daily, weekly, monthly, quarterly, semi-annually and annually. Gross dividends are used.        There is a limitation of 5,000 price observations between the start and end dates."
